Date,Open,High,Low,Close,Volume
2021-09-03,150.10242979976638,150.95174481050074,149.4483692072004,150.6295928955078,57808700
2021-09-07,151.2836060822293,153.5191254698615,150.71740121777114,152.9626922607422,82278300
2021-09-08,153.24583117728486,153.30440154284446,150.31719373274197,151.42031860351562,74420200
2021-09-09,151.79126431107525,152.39651120399355,150.28788894400816,150.40504455566406,57305700
2021-09-10,151.3129047338198,151.78148246152148,145.16276433644302,145.4263458251953,140893200
2021-09-13,147.04684942260073,147.8180505115286,145.21156570783384,145.99253845214844,102404300
2021-09-14,146.77349074156675,147.47636462391318,143.41531883609252,144.59652709960938,109296300
2021-09-15,145.0260576914331,145.88512904981255,142.88815094916558,145.48487854003906,83281300
2021-09-16,144.90894501042473,145.4263362978241,143.71796490468603,145.2506103515625,68034100
2021-09-17,145.27994241453277,145.27994241453277,142.29271983680104,142.58558654785156,129868800
2021-09-20,140.37935348466607,141.39460787991925,137.909537174392,139.53981018066406,123478900
2021-09-21,140.5062336067531,141.16030897663776,139.38359538478255,140.01812744140625,75834000
2021-09-22,141.01389352952881,142.94679012081193,140.28173414994058,142.38059997558594,76404300
2021-09-23,143.1615238009879,143.5813028239796,142.17555476827644,143.33724975585938,64838200
2021-09-24,142.19510285111807,143.96204492535793,142.09747565204063,143.4251251220703,53477900
2021-09-27,142.0095839613355,142.48793328173883,140.39883985731234,141.91195678710938,74150700
2021-09-28,139.8424227657557,141.30674132874793,138.31953384357482,138.5343017578125,108972300
2021-09-29,139.08098176355122,141.013878143942,138.65144592439347,139.4324188232422,74602000
2021-09-30,140.2426707272125,140.9455448156453,137.9192805517919,138.13404846191406,89056700
2021-10-01,138.52453927839463,139.52028013802934,135.80091312494108,139.25669860839844,94639600
2021-10-04,138.38788760314102,138.82719517325862,134.98091529074117,135.83021545410156,98322000
2021-10-05,136.17185207930245,138.8564357660988,136.04493972017434,137.75331115722656,80861100
2021-10-06,136.15233067899587,138.76857249312508,135.07849119061893,138.6221466064453,83221100
2021-10-07,139.65692980871162,140.7893396562003,139.32502120039112,139.88145446777344,61732700
2021-10-08,140.60387247260306,140.75029837603776,139.16883903566588,139.50074768066406,58773200
2021-10-11,138.88572424122802,141.36529686032225,138.43666004151856,139.41287231445312,64452200
2021-10-12,139.82288519545196,139.84241361250955,137.68497785008697,138.143798828125,73035900
2021-10-13,137.88024208325538,138.03642474342516,135.88876048394778,137.55809020996094,78762700
2021-10-14,138.72955687137625,140.45745714105692,138.14382342191217,140.34030151367188,69907100
2021-10-15,140.35003767716657,141.453147377337,140.09621296187518,141.3945770263672,67940300
2021-10-18,140.03765490452832,143.34701408719482,139.7545598847163,143.0639190673828,85589200
2021-10-19,143.5129271417754,145.62154873057395,143.06387794345443,145.22129821777344,76378900
2021-10-20,145.16276563549152,146.18779152686344,144.59656071553547,145.70944213867188,58418800
2021-10-21,145.27014914498275,146.0804071368253,144.35250720492448,145.92420959472656,61421000
2021-10-22,146.12922747617256,146.6075619891813,145.1042015405824,145.15301513671875,58883400
2021-10-25,145.14325947301697,145.8168484447923,144.1084766625064,145.10421752929688,50720600
2021-10-26,145.77777738990952,147.25185252804923,145.4653823192533,145.7680206298828,60893400
2021-10-27,145.80708231384622,146.16827612937263,144.9577823061733,145.30921936035156,56094900
2021-10-28,146.25616571377768,149.5264686918417,146.1585385042387,148.9407501220703,100077900
2021-10-29,143.7179733088264,146.37327190681347,142.92724374395107,146.23660278320312,124953200
2021-11-01,145.44588063726485,146.1389830509936,144.28418557941234,145.41659545898438,74588300
2021-11-02,145.12370582377017,147.96448683414823,145.11393416867705,146.45135498046875,69122000
2021-11-03,146.81257403590004,148.35499132920407,146.25614074482093,147.88641357421875,54511500
2021-11-04,147.97429607005193,148.8040677773685,147.056653914814,147.36904907226562,60394600
2021-11-05,148.49331669815876,148.7963818494452,146.70423879606528,147.89695739746094,65463900
2021-11-08,148.02403856122066,148.18046407919945,146.80199217243356,147.0757293701172,55020900
2021-11-09,146.8410949734435,148.0435844748696,146.70422637098488,147.4374542236328,56787900
2021-11-10,146.6650887001066,146.77262935345158,144.54361846371455,144.61204528808594,65187100
2021-11-11,145.62882237351127,146.0882980655143,144.37743321812488,144.5631866455078,41000000
2021-11-12,145.11064651980587,147.03659252052734,144.18189439318962,146.63577270507812,63804000
2021-11-15,147.00728981052836,148.483531417499,146.08830852560698,146.64556884765625,59222800
2021-11-16,146.5869216938867,148.1022623119589,146.0003334167105,147.6232147216797,59256200
2021-11-17,147.62321886773208,151.53376771191043,147.61344786594324,150.0575408935547,88807000
2021-11-18,150.2726099643279,155.12168178008048,149.627365877677,154.33956909179688,137827700
2021-11-19,154.12449892543512,157.41914644005507,153.02955003283444,156.95965576171875,117305600
2021-11-22,158.06434223873075,161.9944471367291,157.39955624235793,157.4191131591797,117467900
2021-11-23,157.51689191338718,158.18169292863084,155.502961782972,157.8004150390625,96041900
2021-11-24,157.15516717862224,158.51408217991857,156.06998937776268,158.3185577392578,69463600
2021-11-26,156.00155632601601,156.8618668141861,152.8633347292546,153.3032684326172,76959800
2021-11-29,155.8060008585356,157.58530732404222,155.23896961955737,156.65655517578125,88748200
2021-11-30,156.41218795497596,161.81852071802552,156.34374618750323,161.6034393310547,174048100
2021-12-01,163.73466976035556,166.49161375206606,160.8506430799377,161.0852813720703,152052500
2021-12-02,155.19011206164845,160.52800204808736,154.27113083970096,160.09783935546875,136739200
2021-12-03,160.3520514474846,161.271032766341,156.14820866843903,158.22079467773438,118023100
2021-12-06,160.61597549233863,164.12570364495514,160.60620449270007,161.62295532226562,107497000
2021-12-07,165.29886939857903,167.74296195252498,164.5754126322905,167.35189819335938,120405400
2021-12-08,168.2806769394803,172.02502878126478,166.88264814477856,171.16470336914062,116998900
2021-12-09,170.9985205283445,172.7973693361273,170.03065436230736,170.65634155273438,108923700
2021-12-10,171.29179439045112,175.61294836881706,170.78341894665584,175.4369659423828,115402700
2021-12-13,177.06962931153166,178.05705234389498,171.60464142456377,171.80995178222656,153237000
2021-12-14,171.3309277742781,173.76524989300478,168.35891710300444,170.43150329589844,139380400
2021-12-15,171.1940123824784,175.48583813344078,168.45662585148168,175.29031372070312,131063300
2021-12-16,175.27077720416733,177.08918279763162,166.93153397693786,168.4077606201172,150185800
2021-12-17,166.12985777423478,169.59070130648584,165.89523442801953,167.31280517578125,195432700
2021-12-20,164.51677542044033,166.76534380811088,163.71512072913166,165.9539031982422,107499100
2021-12-21,167.72340078083394,169.3267248588515,165.33796412188073,169.12142944335938,91185900
2021-12-22,169.17031112645324,171.9272548095711,168.300214735498,171.71217346191406,92135300
2021-12-23,171.91745288802377,172.89508977696892,171.350421702329,172.33782958984375,68356600
2021-12-27,173.12975263201184,176.3852860059842,173.1102106304085,176.29730224609375,74919600
2021-12-28,176.1311025117923,177.2749361221624,174.5375492742612,175.28054809570312,79144300
2021-12-29,175.31966069433915,176.59059189162147,174.15627017338588,175.36854553222656,62348900
2021-12-30,175.45653864701075,176.53194546765312,174.10739462067014,174.21493530273438,59773000
2021-12-31,174.1073900997929,175.2218958133562,173.29594950484335,173.59902954101562,64062300
2022-01-03,173.85319685203027,178.79026689432098,173.73588518068755,177.93971252441406,104487900
2022-01-04,178.5458346271631,178.84889968411812,175.1143195069881,175.6813507080078,99310400
2022-01-05,175.59339039534856,176.14086475419518,170.73453308424857,171.00827026367188,94537600
2022-01-06,168.83792269234627,171.3797850968752,167.80162976232634,168.15357971191406,96904000
2022-01-07,169.0236630282213,170.2457092977057,167.2052575825263,168.31976318359375,86709100
2022-01-10,165.29885816519484,168.64237476166727,164.4092049558039,168.3393096923828,106765600
2022-01-11,168.46643037323963,171.26245812752686,166.99997473942338,171.16470336914062,76138300
2022-01-12,172.18144710369126,173.21774007794218,170.91053076473975,171.60464477539062,74805200
2022-01-13,171.8490227811223,172.67023424322653,167.94824595979313,168.3393096923828,84505800
2022-01-14,167.50833831927105,169.89377524696252,167.26392904254132,169.1996612548828,80440800
2022-01-18,167.67452813175186,168.6814931182034,165.6214992398613,166.00277709960938,90956700
2022-01-19,166.19833085017333,167.25418085979933,162.22912604138475,162.51263427734375,94815000
2022-01-20,163.24581922868165,165.8854360990158,160.50843269303434,160.8310546875,91420500
2022-01-21,160.74312175844747,162.61041256635795,158.67053547305395,158.778076171875,122848900
2022-01-24,156.44149634340394,158.67050778679211,151.24045969712583,158.00570678710938,162294600
2022-01-25,155.4247355135648,159.1202024043847,153.5085752311325,156.20684814453125,115798400
2022-01-26,159.84364519078215,160.713741500623,154.2906743409117,156.1188507080078,108275300
2022-01-27,158.81715723147198,160.17607231774176,154.74041197266266,155.65939331054688,121954600
2022-01-28,162.0042414218655,166.5404767176366,159.1593140383979,166.5209197998047,179935700
2022-01-31,166.3547503312831,171.08651082179728,165.71927719769477,170.87142944335938,115541600
2022-02-01,170.11864243059435,170.93008309016165,168.45666218750117,170.70523071289062,86213900
2022-02-02,170.84207875406224,171.94681342176997,169.45383589849953,171.90769958496094,84914300
2022-02-03,170.5781464577833,172.2987975978528,168.2709219070581,169.03347778320312,89418100
2022-02-04,168.05458991972742,170.42349941150601,167.07570713146276,168.74960327148438,82465400
2022-02-07,169.20967525085985,170.27665387927516,167.3400055860888,168.03501892089844,77251200
2022-02-08,168.10351922686326,171.64708470161528,167.8098514342005,171.1380615234375,74829200
2022-02-09,172.3322647747442,172.91958530484067,171.20654095307694,172.55740356445312,71285000
2022-02-10,170.462637822063,171.7743370940817,167.92733513885554,168.48529052734375,90865900
2022-02-11,168.6908451580762,169.42500712943504,164.49143031742815,165.07876586914062,98670700
2022-02-14,163.83559821712237,165.9989356288058,163.04270559336564,165.313720703125,86185500
2022-02-15,167.3596000589275,169.29778389652108,166.65480322042677,169.1411590576172,62527400
2022-02-16,168.22097415914394,169.67949961629867,166.4589825612284,168.90618896484375,61177400
2022-02-17,167.41831260412283,168.2797341887302,164.91237519788157,165.313720703125,69589300
2022-02-18,166.2338166433687,166.93859823103003,162.6804687451324,163.76702880859375,82772700
2022-02-22,161.49607262837773,163.16996871038384,158.7258326412145,160.8500213623047,91162800
2022-02-23,162.04421705709984,162.64133603328534,156.37649344425944,156.6897430419922,90009200
2022-02-24,149.35793777917277,159.411068207212,148.79018396900835,159.3033905029297,141147500
2022-02-25,160.38013909716133,161.6331077669388,157.47285626304333,161.3688201904297,91974200
2022-02-28,159.6166064975814,161.9267702066246,158.99990563300975,161.6331024169922,95056600
2022-03-01,161.22197083806662,163.0818568508139,158.5496253630897,159.75364685058594,83474400
2022-03-02,160.91852050375005,163.82580321014547,159.50892707803538,163.04269409179688,79724800
2022-03-03,164.91238359654656,165.34309441078548,162.05404766344782,162.7196807861328,76678400
2022-03-04,161.01643666085187,162.05405003585454,158.67690737340956,159.72430419921875,83737200
2022-03-07,159.91026569329455,161.53521443024337,155.68148559760553,155.93600463867188,96418800
2022-03-08,155.4661583222758,159.44041971330986,152.50992837199067,154.11529541015625,131148300
2022-03-09,158.0699979293642,159.95924959082657,156.04371820337047,159.5089569091797,91454900
2022-03-10,156.81698565051138,157.00297572975708,152.68609998585092,155.17247009277344,105342000
2022-03-11,155.57382899544626,155.9164439341305,151.23738556277695,151.4625244140625,96970100
2022-03-14,148.2517595892854,150.86537421208124,146.9302771053436,147.4392852783203,108732100
2022-03-15,147.7134197726543,152.28481594029148,147.20441143229365,151.81494140625,92964300
2022-03-16,153.73352378158447,156.6212246232631,151.19822129277074,156.21987915039062,102300200
2022-03-17,155.26058530967927,157.60011436017203,154.30128444798586,157.22813415527344,75615400
2022-03-18,157.12047215929823,161.00663805311925,156.3863100625295,160.51719665527344,123511700
2022-03-21,160.05709828830467,162.83713639325782,159.56765695852218,161.8876190185547,95811400
2022-03-22,162.01487524148183,165.84231029999864,161.42755456550663,165.25498962402344,81532000
2022-03-23,164.4424952526729,168.9942934206818,164.1096638130363,166.61561584472656,98062700
2022-03-24,167.4476727675763,170.46263328488442,166.61563143205333,170.3941192626953,90131400
2022-03-25,170.20810721060892,171.578536843318,169.10196511927478,171.03036499023438,80546200
2022-03-28,168.53423961902578,172.01905978493204,168.3678313455488,171.89181518554688,90371900
2022-03-29,172.95880948102644,175.22980987775352,172.61619451618012,175.18087768554688,100589400
2022-03-30,174.77947258625517,175.8170856417981,172.96853399467147,174.0159454345703,92633200
2022-03-31,174.0845012718467,174.27049138056105,170.7171422878286,170.92271423339844,103049300
2022-04-01,170.35495761395958,171.18701389593227,168.30909632537671,170.62904357910156,78751300
2022-04-04,170.88352814533914,174.72074581921223,170.75626863844195,174.6717987060547,76468400
2022-04-05,173.7516811601631,174.53479031608524,170.73672061862993,171.3632049560547,73401800
2022-04-06,168.72020734548278,169.963392443072,166.5373033062765,168.20140075683594,89058800
2022-04-07,167.5455515170426,169.69909027693134,166.26321768469555,168.50485229492188,77594700
2022-04-08,168.15246782773184,168.15246782773184,165.62694868711696,166.49815368652344,76575500
2022-04-11,165.14734748851222,165.46058226250346,162.0051266769478,162.24984741210938,72246700
2022-04-12,164.47185939466212,166.28278325109693,163.1209966207163,164.1194610595703,79265200
2022-04-13,163.8551587010773,167.42807423573976,163.24825626550125,166.8015899658203,70618900
2022-04-14,167.01694559853848,167.65322825491936,161.55477886000992,161.79949951171875,75329400
2022-04-18,160.45842830966066,163.0818413516457,160.11582837374732,161.5841522216797,69023900
2022-04-19,161.53522902332887,164.27610359926777,160.44866861751814,163.86495971679688,67723800
2022-04-20,165.19622127922986,165.31369734743882,162.59240492951264,163.6985321044922,67929800
2022-04-21,165.34307817395856,167.90774603308134,162.4064301142371,162.90565490722656,87227800
2022-04-22,162.94480808191494,164.32502122927878,158.08954369720692,158.3734130859375,84882400
2022-04-25,157.71755627231695,159.72426854560663,155.113739965227,159.44039916992188,96046400
2022-04-26,158.82370741856425,158.91180327087787,153.41048764569481,153.48880004882812,95623200
2022-04-27,152.61756012327783,156.4156137171025,152.09875364091826,153.2636260986328,88063200
2022-04-28,155.88709214046477,161.04580888521681,155.57384246237302,160.18438720703125,130216800
2022-04-29,158.42236732431553,162.69029635210208,153.92929946524063,154.3208465576172,131747600
2022-05-02,153.40067973909794,154.88857035171824,150.0333216240582,154.62428283691406,123055300
2022-05-03,154.81028218380573,157.31623426694395,153.0189401124905,156.11219787597656,88966500
2022-05-04,156.29820309411934,162.96439206944154,155.89685759161674,162.5141143798828,108256500
2022-05-05,160.38990141926735,160.61504020896953,151.6778383257631,153.45941162109375,130525300
2022-05-06,152.93987884779835,156.302387766656,151.14588956385867,154.1848907470703,116124600
2022-05-09,151.8810971374127,152.7633948486293,148.50880608897836,149.0675811767578,131577900
2022-05-10,152.45952464307157,153.6555174482576,149.92048190900607,151.46939086914062,115366700
2022-05-11,150.47925033829725,152.39087300235883,142.9405806152843,143.61700439453125,142689800
2022-05-12,139.9604210928437,143.32291464808353,136.06854586723028,139.75454711914062,182602000
2022-05-13,141.74456868725608,145.18550397266762,140.29369821646105,144.21498107910156,113990900
2022-05-16,142.68568558350242,144.61691862288893,141.34263600841436,142.67587280273438,86643800
2022-05-17,145.9305738468132,146.8226694807634,143.7934664467187,146.3031005859375,78336300
2022-05-18,143.9601314929513,144.46008977155722,137.14688920750964,138.04879760742188,109742900
2022-05-19,137.127274568989,138.87224434894858,133.91182362893935,134.64706420898438,136095600
2022-05-20,136.3528207232791,137.93113785871375,130.00034593006458,134.88233947753906,137426100
2022-05-23,135.07840236616943,140.4407585737006,134.941158046499,140.29371643066406,117726300
2022-05-24,138.03899606760518,139.17617200488684,134.62748321427134,137.5978546142578,104132700
2022-05-25,135.70577252262308,138.9996503137762,135.6175472592854,137.75465393066406,92482700
2022-05-26,134.68631051667606,141.4995389264538,134.44123025043575,140.9505615234375,90601500
2022-05-27,142.5288422380691,146.73441193920726,142.4013957458045,146.69520568847656,90978500
2022-05-31,146.13640370480223,147.69510991870735,143.95027792662736,145.91091918945312,103718400
2022-06-01,146.95012359470607,148.75392574652264,144.77380960507372,145.78355407714844,74286600
2022-06-02,144.92085472708317,148.29316134885798,143.96994216366954,148.23434448242188,72348100
2022-06-03,144.00911981753086,145.05807025566116,141.61714962601158,142.51904296875,88570300
2022-06-06,144.13656879270374,145.6462712304333,142.0484806619193,143.2640838623047,71598400
2022-06-07,141.50935357913772,146.06784060799566,141.26427330966123,145.78355407714844,67808200
2022-06-08,145.6560729457736,146.9206802540853,144.55811838609154,145.04827880859375,53950200
2022-06-09,144.18560463111925,145.0384790561678,139.72514139394366,139.83297729492188,69473000
2022-06-10,137.51940103001422,137.98995082700978,134.36276684809005,134.431396484375,91437900
2022-06-13,130.25522177759234,132.53937106937602,128.85337019356888,129.2847137451172,122207100
2022-06-14,130.5101288143863,131.25516732822615,128.89259032192393,130.14739990234375,84784300
2022-06-15,131.64728162043858,134.63726323315953,129.5592083618082,132.7648468017578,91533000
2022-06-16,129.48080196283757,129.78469908531477,126.50061768881059,127.50054931640625,108123900
2022-06-17,127.51036998343507,130.46113104749855,127.25547692933145,128.97103881835938,134520300
2022-06-21,130.7943693164419,134.36273561096428,130.6963462340486,133.19615173339844,81000500
2022-06-22,132.13743964836019,135.04899374439105,131.27476747959807,132.68643188476562,73409200
2022-06-23,134.1275183400123,135.86267563561398,132.96093402675356,135.54898071289062,72433800
2022-06-24,137.14689423988725,139.1173489130396,137.01946268880786,138.8722686767578,89116800
2022-06-27,139.89179587794544,140.6662578013618,138.19584483125837,138.8722686767578,70207900
2022-06-28,139.3329816038879,140.59758868635495,134.6176415748851,134.7352752685547,67083400
2022-06-29,134.75490940956817,137.90173093297278,133.98044756827542,136.4900665283203,66242400
2022-06-30,134.54901824559195,135.64697266058235,131.13750634293814,134.02944946289062,98964500
2022-07-01,133.36284196732555,136.3038045198631,132.9903302157903,136.1959686279297,71051600
2022-07-05,135.05883599741875,138.82326526029516,134.23535494237336,138.7742462158203,73353800
2022-07-06,138.5683715462856,141.28384979355582,138.30368070277723,140.1074676513672,74064300
2022-07-07,140.47017616296918,143.66603189279604,140.4603783389641,143.469970703125,66253700
2022-07-08,142.40142264422443,144.64636610420064,142.1465445700594,144.14639282226562,64547800
2022-07-11,142.8033331399919,143.7542455393016,140.95052737444695,142.01907348632812,63141600
2022-07-12,142.89160118673854,145.52866739512638,142.19558156771848,142.98963928222656,77588800
2022-07-13,140.17608985764943,143.56799177024092,139.3232005090592,142.62689208984375,71185600
2022-07-14,141.24462523992875,146.0187828364424,140.43095716603992,145.54823303222656,78140700
2022-07-15,146.83244295612025,147.89119117713278,145.28353435270415,147.2147674560547,76259900
2022-07-18,147.77355664160174,148.58722466683977,143.81305239727462,144.17578125,81420900
2022-07-19,145.0090823866063,148.25394254490203,144.01896354895925,148.02847290039062,82982400
2022-07-20,148.14610577429508,150.69494637561027,147.41086501912858,150.0283203125,64823400
2022-07-21,151.45956799212024,152.50851845862235,148.94994906470606,152.2928466796875,65086600
2022-07-22,152.33208328648058,153.2045683993023,150.39105184778396,151.0576629638672,66675400
2022-07-25,150.97923186102722,151.98896129458768,149.28328071900498,149.94009399414062,53623900
2022-07-26,149.26366918886245,150.07733740905365,147.8324089141252,148.61666870117188,55138700
2022-07-27,149.5774004686874,154.23392585668,149.16566738729702,153.7045440673828,78620700
2022-07-28,153.89075014754778,154.53776544520662,151.37133354934207,154.25347900390625,81378700
2022-07-29,158.06695385906744,160.40992030893383,156.36119003723385,159.31195068359375,101786900
2022-08-01,157.84144361325252,160.37067302404677,157.72380990621818,158.33160400390625,67829400
2022-08-02,156.94938527079637,159.21392420256825,156.48863324172908,156.86114501953125,59907000
2022-08-03,157.67481177613547,163.311657015849,157.58658648416494,162.8607177734375,82507500
2022-08-04,162.74310407937853,163.89989078177408,161.19419491158527,162.5470428466797,55474100
2022-08-05,160.22044287042655,162.81208464474912,160.0142829089203,162.3212432861328,56697000
2022-08-08,163.322576202136,164.7362019481858,161.19232614679143,161.8500518798828,60276900
2022-08-09,161.01557009848563,162.78260161908204,160.2596703687026,161.89907836914062,63135500
2022-08-10,164.60853143111325,166.23812814464867,163.8428202002786,166.1399688720703,70170500
2022-08-11,166.94495103045548,167.85792369494868,165.10920924668594,165.40371704101562,57149200
2022-08-12,166.70935086886797,169.01629605421468,166.29703098384923,168.9475860595703,68039400
2022-08-15,168.37821564106778,170.21395743937939,168.21133138479297,170.0176239013672,54091700
2022-08-16,169.61515973457077,170.52813256412875,168.51567974819596,169.86058044433594,56377100
2022-08-17,169.6052979143018,172.92337473871223,169.40896440067246,171.35269165039062,79542000
2022-08-18,170.56732446959606,171.69625328732099,169.94885973714076,170.95999145507812,62290100
2022-08-19,169.86053968443733,170.55754092380556,168.1720444080825,168.37820434570312,70346300
2022-08-22,166.58171149389958,166.74859572706774,164.0784180378036,164.50054931640625,69026800
2022-08-23,164.01956265497435,165.61971039901564,163.59743126526018,164.16680908203125,54147100
2022-08-24,164.25514348994625,165.03066617037743,163.2047358944321,164.46128845214844,53841500
2022-08-25,165.68839353539587,167.0234825149317,165.26627719342727,166.91549682617188,51218200
2022-08-26,167.44558409670634,167.91678748247466,160.56398047750997,160.6228790283203,78961000
2022-08-29,158.19813716461735,159.91608162954805,156.89251255304256,158.42393493652344,73314000
2022-08-30,159.16019500251252,159.58231130465205,154.8309714061125,155.99917602539062,77906200
2022-08-31,157.37356030730842,157.63861884578063,154.26162776653078,154.3401641845703,87991100
2022-09-01,153.77076113952282,155.5181549609377,151.83684522830168,155.06658935546875,74229900
2022-09-02,156.82379496598037,157.42262194968552,152.13135334781393,152.95596313476562,76957800
2022-09-06,153.60386838160778,154.21250676362826,150.8747921160952,151.69940185546875,73714800
2022-09-07,151.98409298992328,153.80019664109167,150.7962505650505,153.10321044921875,87449600
2022-09-08,151.8074024718103,153.49589780674214,149.88329791132227,151.63070678710938,84923800
2022-09-09,152.62220516793604,154.92916542303703,151.91539245059826,154.48739624023438,68028800
2022-09-12,156.6667134786447,161.2511691580026,156.38203213199495,160.43637084960938,104956000
2022-09-13,156.97102730327344,157.5993035102858,150.5606417135221,151.02203369140625,122656600
2022-09-14,151.95462406702927,154.22232317214238,150.79624593389804,152.46510314941406,87965400
2022-09-15,151.81721471946022,152.3964188629796,148.60712326254628,149.5789794921875,90481100
2022-09-16,148.44018170143968,148.57761661920165,145.65219268796744,147.93951416015625,162278800
2022-09-19,146.57501740526791,151.7288507316376,146.36887246061372,151.6503143310547,81474200
2022-09-20,150.59011171978128,155.18439428665013,150.27598106267698,154.0260009765625,107689800
2022-09-21,154.4579373320565,155.83230196535132,150.78645397951445,150.9042510986328,101696800
2022-09-22,149.58882383167358,151.6405372059972,148.1457489754599,149.94223022460938,86652500
2022-09-23,148.42058784002563,148.6954577569954,145.83875792782328,147.67449951171875,96029900
2022-09-26,146.91861726875362,150.95333323742267,146.8989794231201,148.00828552246094,93339400
2022-09-27,149.9421927062511,151.88591989139582,147.20329010150107,148.98013305664062,84442700
2022-09-28,144.93560783080054,147.8806554147203,142.18689375661808,147.09530639648438,146691400
2022-09-29,143.42383363893248,144.03247205665744,138.1031007730531,139.87013244628906,128138200
2022-09-30,138.69211755301987,140.4787870882612,135.47219979960417,135.6685333251953,124925300
2022-10-03,135.67837316238783,140.44935170481597,135.16789396191245,139.8406982421875,114311700
2022-10-04,142.3734205948832,143.54162523892447,141.61752082886468,143.423828125,87830100
2022-10-05,141.4309855077748,144.68035173905943,140.39038961833376,143.71829223632812,79471000
2022-10-06,143.13912691743977,144.8374334955695,142.5599378213271,142.76608276367188,68402200
2022-10-07,139.9290609248713,140.47881588020488,136.89566464180587,137.52394104003906,85925600
2022-10-10,137.84786987304688,139.29094450363405,136.03176603772727,137.84786987304688,74899000
2022-10-11,137.33738075448184,138.76083241469453,135.68816128454225,136.43423461914062,77033700
2022-10-12,136.58149154588781,137.78895683135124,135.6292583188671,135.8059539794922,70433700
2022-10-13,132.5173428390662,140.9598044199806,131.90868942611982,140.3708038330078,113224000
2022-10-14,141.66658426591152,141.87274416009623,135.6586927916983,135.84521484375,88598000
2022-10-17,138.4859408048433,140.28240638195203,137.70059190346555,139.8013916015625,85250900
2022-10-18,142.82500010106065,144.0128276023933,138.03438444661543,141.1168670654297,99136600
2022-10-19,139.09461918905455,142.29489928414645,138.90809708603376,141.22486877441406,61758300
2022-10-20,140.40024050696854,143.21766459219867,140.0370077826972,140.76345825195312,64522000
2022-10-21,140.25299045906925,145.1417806685085,140.03701908535325,144.57240295410156,86548600
2022-10-24,144.49385104011358,147.47815927955588,143.32564645655586,146.7124481201172,75981900
2022-10-25,147.3407290522299,149.69677613929844,146.62410499116672,149.5495147705078,74732300
2022-10-26,148.19481318791426,149.20594507644813,145.32828678897533,146.6143035888672,88194300
2022-10-27,145.35775035197634,146.31979510961392,141.48991849585923,142.14764404296875,109180200
2022-10-28,145.4853576495381,154.61500878306214,145.11232844918345,152.8872528076172,164762400
2022-10-31,150.35450854811523,151.4147275390832,149.13721674827332,150.5312042236328,97943200
2022-11-01,152.2393653788708,152.60258320946681,146.39835590820144,147.8905029296875,80379300
2022-11-02,146.22163806624556,149.3826576212183,142.34399432027527,142.37344360351562,93604600
2022-11-03,139.45783369878677,140.1842842462697,136.2084665510831,136.33609008789062,97918500
2022-11-04,139.71864706361086,140.28896920604143,132.1373281619349,136.07057189941406,140814800
2022-11-07,134.82178704829124,136.8277351131925,133.40581664759068,136.60157775878906,83374600
2022-11-08,138.06673762400212,139.0697043062685,135.19547054516553,137.1719207763672,89908500
2022-11-09,136.18856411022261,136.23773265765962,132.34381476431366,132.619140625,74917800
